,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,channel_MISSING,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_usilxuppasemubllopkaafesmlibmsdf,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,churn,churn_probability
10,2.7686381012476144,0.0,1.954242509439325,2.2141282618234097,0.0,1.2794387882870204,0.272981,0.0,59.26637796,0,1.4053463601757088,206.07,206.07,1,76.48,13.856,0,0,1,0,0,0,0,1,0,0.078
11,4.975482358364101,0.0,0.0,2.383114905342069,0.0,1.2704459080179626,0.14346,0.0,46.30537836,0,0.0,27.28,27.28,1,18.33,13.856,1,0,0,0,0,0,1,0,0,0.017
12,3.981274832706589,0.0,2.2405492482826,3.055985765731061,0.0,1.2871296207191107,0.147506,0.0,45.30837756,0,0.0,13.26,13.26,1,117.96,10.392,0,0,1,0,0,0,0,1,0,0.036
13,4.264747008353527,0.0,3.0507663112330423,2.8503888900064465,0.0,2.1350053669438873,0.114604,0.098262,40.606701,0,2.0349892162876846,18.99,18.99,1,79.29,21.144,0,0,1,0,0,1,0,0,0,0.07
14,3.408748606184244,0.0,2.5622928644564746,2.4234588718195127,0.0,2.2080380493531804,0.120372,0.103487,40.606701,0,1.569958818096594,49.44,49.44,1,30.8,19.8,0,0,1,0,0,0,0,1,0,0.266
15,3.6154239528859438,3.9807757739626215,0.0,2.791901080009571,0.0,1.2193225084193366,0.1458839999999999,0.0,44.31137796,1,0.0,23.76,23.76,3,59.31,10.392,1,0,0,0,0,1,0,0,0,0.02
16,4.128399268717806,0.0,0.0,3.2947747522184434,0.0,1.2260841159758238,0.142065,0.0,44.31137796,0,0.0,31.2,31.2,1,174.6,13.856,0,1,0,0,0,0,1,0,0,0.157
17,3.620552444729435,0.0,0.0,2.511187933317223,24.0,2.0764219673605933,0.173325,0.146676,41.1052014,0,0.0,69.24,69.24,1,116.89,17.320999999999998,0,0,1,0,0,0,0,1,0,0.054
18,4.51731468566477,3.34713478291002,0.0,3.687576222724149,0.0,1.209515014542631,0.144058,0.0,44.31137796,1,0.0,4.04,4.04,3,502.31,15.0,0,0,1,0,0,0,0,1,0,0.028
19,2.2810333672477277,0.0,0.47712125471966244,1.4714384073892992,0.0,1.2882492255719862,0.146348,0.0,46.30537836,0,0.11394335230683679,31.16,31.16,1,3.0,15.0,0,0,1,0,0,0,0,1,0,0.106
20,4.887150126330618,0.0,3.9403670459856652,3.4068517388104467,0.0,1.0297894708318556,0.144149,0.0,44.31137796,0,0.0,32.64,32.64,1,237.92,14.49,0,0,1,0,0,0,0,1,0,0.184
21,5.701920112937112,0.0,4.62058365787334,3.367395061683312,0.0,2.128043673826457,0.120372,0.103487,40.606701,0,2.4137522676825487,39.0,39.0,1,269.62,26.0,0,0,0,1,0,1,0,0,0,0.05
22,4.388651717026825,0.0,0.0,2.924873449262179,28.0,1.2390490931401914,0.19923,0.0,45.80687796,0,0.0,36.04,36.04,1,70.4,10.392,0,0,0,0,1,1,0,0,0,0.09
23,3.860697274052039,0.0,0.0,3.028880191291318,30.0,1.2871296207191107,0.1981,0.0,46.30537836,0,0.0,42.96,42.96,2,92.23,13.2,0,0,1,0,0,0,0,1,0,0.178
24,5.47401218516985,0.0,4.471350395537361,2.938189375652045,0.0,1.0240749873074262,0.142065,0.0,44.31137796,0,2.1934029030624176,33.06,33.06,1,83.64,14.49,0,1,0,0,0,0,1,0,0,0.092
25,4.101024940352695,0.0,0.0,2.7794088816958746,0.0,1.249931756634195,0.14317,0.0,44.31137796,0,0.0,18.62,18.62,1,54.19,13.2,0,0,1,0,0,0,0,1,0,0.057
26,5.351975937833653,5.285555058771468,4.241421951711995,4.00172852200728,0.0,2.114744387545126,0.114481,0.098142,40.606701,1,2.8943936083469786,31.08,31.08,2,1040.76,31.2,0,0,1,0,0,0,0,1,0,0.261
27,3.9856060830524362,0.0,0.0,3.1580819196310737,0.0,1.147985320683805,0.144902,0.0,44.31137796,0,0.0,15.96,15.96,1,129.6,13.4,0,0,0,0,1,0,0,1,0,0.039
28,4.699620957965614,4.4996870826184034,3.6488477083728936,3.6974647398167093,0.0,2.115976429454818,0.1127529999999999,0.09641,40.606701,1,2.6313727337327144,38.0,38.0,2,587.76,31.5,0,0,1,0,0,0,0,1,0,0.198
29,4.1283023171643505,0.0,2.787460474518415,2.6649238934380817,0.0,1.2803506930460056,0.1458839999999999,0.0,44.31137796,0,0.0,30.98,30.98,1,45.27,15.0,0,0,1,0,0,0,0,1,0,0.089
30,4.584704285910984,4.367449107268604,3.402089350572097,3.2260892769015688,30.0,2.1242433089466486,0.157877,0.135732,41.1052014,1,2.148941814902911,27.15,27.15,4,110.26,15.001,1,0,0,0,0,0,1,0,0,0.227
31,3.14674801363064,0.0,0.0,2.3203540328176717,0.0,1.2681097298084782,0.141434,0.0,44.31137796,0,0.0,7.8,7.8,1,14.34,10.392,0,0,1,0,0,1,0,0,0,0.061
32,4.3861242584003115,0.0,0.0,0.0,0.0,2.145972902802181,0.1152369999999999,0.100123,41.27136420000001,0,0.0,61.84,61.84,1,0.0,33.0,0,0,1,0,0,1,0,0,0,0.232
33,4.71030357233343,0.0,0.0,2.6907718031806627,0.0,1.2489536154957075,0.143459,0.0,46.30537836,0,0.0,33.12,33.12,1,45.79,13.2,0,0,1,0,0,1,0,0,0,0.403
34,4.873518227692234,0.0,3.49373680227684,3.5410472819341354,0.0,2.127655419775207,0.1152369999999999,0.100123,40.606701,0,0.0,6.53999999999999,6.53999999999999,1,380.37,34.5,0,0,0,1,0,0,1,0,0,0.052
35,3.782973994944048,0.0,2.6541765418779604,2.703661016071794,0.0,2.1230672437365663,0.1169099999999999,0.100572,40.606701,0,1.660391098402467,40.38,40.38,1,63.41,19.8,0,1,0,0,0,1,0,0,0,0.045
36,3.723291446477584,0.0,0.0,2.90344813222491,0.0,1.2276296495710086,0.146694,0.0,44.31137796,0,0.0,26.04,26.04,1,83.97,10.392,1,0,0,0,0,1,0,0,0,0.138
37,4.251443535033363,0.0,0.0,3.286364391352816,0.0,0.32428245529769273,0.1640579999999999,0.086163,44.31137796,0,0.0,25.7,25.7,1,161.37,13.856,0,0,0,0,0,0,1,0,0,0.18
38,4.810447595123116,0.0,3.5991185650553628,3.410291226352539,0.0,1.239549720840473,0.1634789999999999,0.086225,44.31137796,0,2.37427164327598,26.88,26.88,1,196.0,14.5,0,0,0,1,0,1,0,0,0,0.041
39,2.7528164311882715,0.0,2.1367205671564067,1.7378285058957847,0.0,1.2405492482825997,0.165794,0.087899,44.31137796,0,1.1264561134318043,26.04,26.04,1,8.63,10.392,0,0,1,0,0,1,0,0,0,0.08
40,5.180767949598197,0.0,4.1275583020046325,3.5833325568826644,0.0,1.284881714655453,0.140621,0.0,44.31137796,0,2.6541380218121318,13.32,13.32,1,248.64,12.5,0,0,1,0,0,0,0,1,0,0.123
41,4.96570487107103,0.0,3.939419403329317,3.8918673738349097,0.0,2.1626540041195756,0.114017,0.097679,40.606701,0,2.8693197434752027,50.56,50.56,1,800.63,64.0,0,0,1,0,0,0,0,1,0,0.123
42,2.5538830266438746,0.0,0.0,1.7149162479935849,0.0,1.3077099234048066,0.140621,0.0,44.31137796,0,0.0,12.84,12.84,1,4.13,6.928,0,0,1,0,0,0,1,0,0,0.093
43,3.4456042032735974,0.0,0.0,2.6218614691092266,0.0,1.239549720840473,0.144038,0.0,46.30537836,0,0.0,26.02,26.02,1,34.45,13.2,0,0,1,0,0,1,0,0,0,0.012
44,5.807461963038218,4.333709182897272,4.718609626280288,3.851627036647111,0.0,0.0,0.114481,0.098142,40.606701,1,2.6196150057428063,14.24,14.24,3,732.49,29.7,0,0,1,0,0,0,0,1,0,0.076
45,3.2385478876813276,0.0,0.0,2.4215545724198773,0.0,1.159266331093494,0.145541,0.0,44.31137796,1,0.0,28.8,28.8,2,28.3,11.5,0,0,0,1,0,1,0,0,0,0.061
46,3.8609366207000937,0.0,2.840106094456758,2.880750729319534,0.0,2.0803017267939117,0.1153599999999999,0.100243,40.9390266,0,1.8492350913147226,27.79,27.79,1,104.67,18.0,0,0,1,0,0,0,0,1,0,0.212
47,4.577549242398238,3.3180633349627615,3.657629431388952,3.589754180670379,0.0,2.152441238058955,0.1151819999999999,0.098841,40.606701,1,2.659507371756729,40.0,40.0,2,439.14,43.65,0,0,1,0,0,0,0,1,0,0.113
48,3.770041554319669,0.0,0.0,2.946314683884897,0.0,1.209515014542631,0.144038,0.0,45.30837756,0,0.0,15.0,15.0,1,83.1,13.164,0,0,1,0,0,0,0,1,0,0.078
49,5.375572173918037,0.0,2.845098040014257,3.779704690689162,0.0,1.3130231103232382,0.1446309999999999,0.0,44.31137796,0,0.0,2.8,2.8,1,514.4,10.392,0,0,0,1,0,0,1,0,0,0.07
50,3.7456212213069384,4.1857970474462,0.0,2.9190466964594437,0.0,0.0,0.144902,0.0,44.31137796,1,0.0,14.22,14.22,2,88.15,12.0,0,0,1,0,0,0,0,1,0,0.012
51,5.8251546800550775,0.0,4.989062517769405,3.0292822951559706,0.0,1.9955474494751375,0.1457109999999999,0.0,44.31137796,0,1.9845273133437926,25.56,25.56,1,100.88,13.856,0,0,0,1,0,1,0,0,0,0.038
52,3.849357981661299,0.0,0.0,3.0240790960342716,0.0,1.2105860249051565,0.144902,0.0,44.31137796,0,0.0,22.52,22.52,1,106.8,13.85,0,0,1,0,0,0,0,1,0,0.022
53,4.337039739920378,3.5780658838360915,0.0,3.335826844092077,0.0,2.1590857137143455,0.11634,0.099998,40.606701,1,0.0,20.4,20.4,2,264.86,26.4,0,0,0,0,1,0,0,1,0,0.088
54,4.514175720406816,4.194320045303423,3.37984917876283,3.5236528363519395,0.0,2.1136760118971,0.1165089999999999,0.101397,40.606701,1,2.385552653685669,0.7999999999999989,0.7999999999999989,3,435.13,18.0,0,0,1,0,0,0,0,1,0,0.03
55,3.287129620719111,0.0,0.0,2.4616335662678472,0.0,1.4207806195485655,0.144902,0.0,44.31137796,0,0.0,22.38,22.38,1,27.48,12.1,0,0,0,1,0,0,0,1,0,0.044
56,4.669763035368028,0.0,0.0,2.928989528371467,0.0,0.8981764834976765,0.144902,0.0,44.31137796,0,0.0,15.72,15.72,1,78.06,13.2,0,0,1,0,0,1,0,0,0,0.032
57,4.0870356648056605,3.890588667705487,3.2208922492195193,3.2602240800783777,0.0,1.2676409823459156,0.144558,0.0,44.31137796,1,2.385499027152057,23.4,23.4,3,154.31,10.392,0,0,1,0,0,0,0,1,0,0.12
58,4.893128995168952,0.0,3.9317628884811775,3.2683322077425734,0.0,2.1245368283012773,0.114667,0.099548,40.606701,0,2.3213083897759086,22.2,22.2,1,218.19,46.2,1,0,0,0,0,1,0,0,0,0.059
59,3.6885088076565213,0.0,0.0,2.9220867780683277,30.0,1.4602963267574753,0.2292719999999999,0.116714,45.80687796,0,0.0,30.9,30.9,2,42.21,10.392,0,0,1,0,0,0,0,1,0,0.111
60,4.467963090535135,0.0,3.2375437381428744,3.472125752786238,0.0,2.1172049860927826,0.1151819999999999,0.098841,40.606701,0,2.2191652218303406,11.06,11.06,1,337.64,23.0,0,0,1,0,0,0,0,1,0,0.04
61,3.6546577546495245,0.0,0.0,2.7241037565550097,0.0,1.2412973871099933,0.161748,0.08385,44.31137796,0,0.0,34.68,34.68,1,55.96,13.856,1,0,0,0,0,1,0,0,0,0.042
62,3.831805808674391,0.0,0.0,2.813774410005558,0.0,2.0737916428080134,0.1165089999999999,0.101397,40.9390266,0,0.0,21.66,21.66,1,101.31,20.785,0,0,1,0,0,0,0,1,0,0.287
63,4.113943352306837,0.0,3.1248301494138593,3.105411392828698,0.0,2.1015752462559334,0.1169099999999999,0.100572,40.606701,0,2.108666482553972,17.34,17.34,1,169.7,19.8,0,0,1,0,0,0,0,1,0,0.119
64,3.9806849743633146,0.0,0.0,3.1574688568868368,0.0,1.1953460583484197,0.146348,0.0,45.30837756,0,0.0,14.68,14.68,1,138.65,10.392,1,0,0,0,0,1,0,0,0,0.018
65,3.7620029693751156,0.0,2.7795964912578244,2.499081947388326,0.0,1.2268575702887234,0.1457109999999999,0.0,44.31137796,0,1.481729196960016,21.48,21.48,1,32.84,10.392,0,0,1,0,0,0,0,1,0,0.076
66,3.811440943674158,0.0,2.984077033902831,2.8067699421420302,0.0,2.1456314152903277,0.1169,0.1000149999999999,40.606701,0,1.974971994298069,37.44,37.44,1,71.61,15.001,0,0,1,0,0,1,0,0,0,0.096
67,3.182414652434554,0.0,2.103803720955957,2.1709068089307477,0.0,2.1223469662550785,0.1169,0.1000149999999999,40.606701,0,1.1129399760840801,43.08,43.08,1,16.42,17.25,1,0,0,0,0,1,0,0,0,0.109
68,4.145972902802181,0.0,2.5211380837040362,3.143205348111012,0.0,2.1015752462559334,0.114667,0.099548,40.606701,0,1.5077209766856134,3.72,3.72,1,172.01,19.8,0,0,1,0,0,0,0,1,0,0.07
69,4.9576791049058455,0.0,3.8125122842899826,2.502372488311689,0.0,2.1223469662550785,0.1169099999999999,0.100572,40.606701,0,1.3754807146185724,23.72,23.72,1,39.95,15.001,0,0,1,0,0,0,1,0,0,0.016
70,3.7868223794991875,0.0,0.0,2.6755033847279566,0.0,1.2299376859079338,0.142995,0.0,44.31137796,0,0.0,34.68,34.68,1,45.96,13.856,0,1,0,0,0,0,1,0,0,0.403
71,4.402605241919915,0.0,3.3529539117100877,3.081743249922721,0.0,2.124308552615652,0.1169099999999999,0.100572,40.606701,0,2.2038484637462346,32.18,32.18,1,141.93,19.8,0,0,1,0,0,1,0,0,0,0.041
72,5.372981926113362,5.291777197193184,4.332155571395546,3.529739537930638,0.0,2.1602283571978584,0.115174,0.098837,40.606701,1,2.3744917249438164,15.9,15.9,2,371.89,15.001,1,0,0,0,0,0,0,1,0,0.047
73,4.416573943696201,0.0,3.0132586652835167,3.244670406050642,0.0,1.3066394410242617,0.143478,0.0,44.31137796,0,0.0,3.7,3.7,1,134.28,13.856,1,0,0,0,0,0,1,0,0,0.036
74,5.342787729535282,0.0,4.557976131055834,3.3709588129461108,0.0,1.5603849229720155,0.1640579999999999,0.086163,44.31137796,0,2.373702582225395,19.28,19.28,1,176.42,10.392,0,0,0,1,0,0,1,0,0,0.051
75,3.8573324964312685,0.0,0.0,3.037382667845481,0.0,1.216957207361097,0.144963,0.0,44.31137796,0,0.0,33.12,33.12,1,111.84,13.2,0,0,1,0,0,1,0,0,0,0.024
76,4.3518735766209,0.0,3.5569052690554477,3.519015063368612,0.0,0.0,0.142819,0.0,44.31137796,0,2.7180862947830917,11.95,11.95,1,255.17,13.856,0,0,1,0,0,1,0,0,0,0.042
77,3.601625479553945,0.0,2.716003343634799,2.778888924157677,0.0,1.2372923375674587,0.146694,0.0,44.31137796,0,1.891648943870559,30.11,30.11,1,62.28,13.164,0,0,0,0,1,0,0,1,0,0.222
78,4.485962634197807,0.0,3.993876914941211,3.6565351527317937,0.0,0.8825245379548805,0.1446309999999999,0.0,44.31137796,0,3.157988355181533,9.6,9.6,1,394.52,14.49,0,0,1,0,0,0,0,1,0,0.075
79,3.4991369945373827,0.0,0.0,2.676254521729781,0.0,1.2299376859079338,0.144039,0.0,45.80687796,0,0.0,21.58,21.58,1,39.16,13.856,1,0,0,0,0,0,1,0,0,0.027
80,3.2135177569963047,0.0,0.0,2.3900161146118943,0.0,1.2873537727147466,0.144038,0.0,46.30537836,0,0.0,32.41,32.41,1,22.97,13.2,1,0,0,0,0,1,0,0,0,0.144
81,5.07509052994547,0.0,3.9990434996031627,2.7567958018962755,0.0,2.124406399745029,0.115174,0.098837,40.606701,0,1.9377685670499358,31.48,31.48,1,66.2,19.9,0,0,0,1,0,0,1,0,0,0.049
82,3.699751031689514,0.0,0.0,2.8799842126882256,0.0,0.8721562727482929,0.147506,0.0,45.30837756,0,0.0,14.1,14.1,1,84.58,11.0,0,0,1,0,0,0,0,1,0,0.038
83,4.322322685874011,0.0,0.0,3.492169290597506,0.0,1.290479813330673,0.144058,0.0,44.31137796,0,0.0,9.2,9.2,1,267.08,13.856,0,0,1,0,0,0,0,1,0,0.055
84,4.207930437512971,0.0,3.0572856444182146,3.2564242696161,0.0,2.1675240924202095,0.1163299999999999,0.099441,40.606701,0,2.078891619840223,31.8,31.8,1,186.63,21.2,0,0,0,0,1,0,0,1,0,0.246
85,3.936312633662193,4.066698550422995,2.8987251815894934,2.6608559954880793,0.0,1.5864747785713966,0.161743,0.083849,44.31137796,1,0.0,25.17,25.17,2,55.29,10.392,0,0,0,0,1,0,0,1,0,0.146
86,3.8952014747788932,4.289967791686734,0.0,3.167934362520855,24.0,1.607776603741693,0.19923,0.0,45.80687796,1,0.0,30.56,30.56,2,613.15,10.392,0,0,1,0,0,0,0,1,0,0.278
87,5.04363338179619,0.0,3.8591983615338776,3.266194053066579,0.0,2.1578796743891537,0.1169019999999999,0.1000149999999999,40.606701,0,1.9430491110084067,22.44,22.44,1,199.29,15.001,0,0,1,0,0,0,1,0,0,0.049
88,2.8830933585756897,0.0,0.0,1.808616035426992,0.0,2.1251232725519977,0.092453,0.086393,59.17346796,0,0.0,0.0,0.0,1,5.12,5.0,1,0,0,0,0,0,1,0,0,0.021
89,4.108294350940088,0.0,3.024485667699167,3.1383153320038093,0.0,2.1454761048849593,0.116339,0.099997,40.606701,0,2.033262875884479,24.38,24.38,1,153.79,15.01,0,0,1,0,0,0,1,0,0,0.047
90,4.416224317098568,3.647480773173676,3.274619619091238,3.3974863683914793,0.0,2.1163088146554165,0.11634,0.099998,40.606701,1,2.267124775110152,15.84,15.84,3,290.2,17.320999999999998,0,0,1,0,0,0,0,1,0,0.055
91,1.806179973983887,3.6118294794983736,0.0,1.012415374762433,0.0,1.212187604403958,0.1457109999999999,0.0,44.31137796,1,0.0,7.8,7.8,3,0.86,10.392,0,0,1,0,0,0,0,1,0,0.088
92,4.0955180423231505,0.0,2.857935264719429,3.1028520185865602,0.0,2.6441134855497723,0.11634,0.099998,40.606701,0,1.869349080759093,26.08,26.08,1,98.2,16.5,0,0,1,0,0,0,0,1,0,0.224
93,4.184208613111503,0.0,0.0,3.089922765327813,0.0,2.1172049860927826,0.115174,0.098837,40.606701,0,0.0,24.11,24.11,1,157.53,35.0,1,0,0,0,0,1,0,0,0,0.085
94,3.782759192623997,0.0,2.5185139398778875,2.8368935163764335,0.0,1.239549720840473,0.161165,0.083909,44.31137796,0,1.6480671294489346,7.8,7.8,1,51.15,10.392,0,0,1,0,0,1,0,0,0,0.026
95,3.1652443261253107,0.0,2.155336037465062,2.1700268981511166,0.0,2.1254487330602623,0.1169099999999999,0.100572,40.606701,0,1.1772478362556233,27.15,27.15,1,18.58,15.001,0,0,0,0,1,1,0,0,0,0.047
96,3.6510840892430116,0.0,2.545307116465824,2.6561173757388854,0.0,2.093561757565289,0.114603,0.098261,40.606701,0,1.5470358997400104,16.86,16.86,1,52.62,15.001,0,0,1,0,0,1,0,0,0,0.104
97,4.088313315588096,0.0,0.0,3.35488025902298,28.0,1.315550534421905,0.186188,0.0,45.80687796,0,0.0,39.48,39.48,1,206.53,13.15,0,0,1,0,0,0,0,1,0,0.131
98,4.267124775110152,0.0,3.1832698436828046,3.2730753853311634,0.0,1.7579271831133292,0.1169,0.1000149999999999,40.606701,0,2.1899112096928057,36.36,36.36,1,185.92,24.25,0,1,0,0,0,1,0,0,0,0.061
99,3.3857849588433355,0.0,2.290034611362518,2.40031344514033,0.0,2.1230672437365663,0.115939,0.100823,41.27136420000001,0,1.30941722577814,29.37,29.37,1,30.78,15.2,0,0,0,0,1,1,0,0,0,0.01
100,4.710853264085708,0.0,0.0,3.30962378069538,0.0,1.8235394336568589,0.1446309999999999,0.0,44.31137796,0,0.0,10.0,10.0,1,175.58,15.0,1,0,0,0,0,1,0,0,0,0.039
101,3.1622656142980214,3.7895807121644256,0.0,2.3393719293175876,0.0,1.2882492255719862,0.1457109999999999,0.0,44.31137796,1,0.0,17.62,17.62,2,21.48,12.5,0,0,1,0,0,0,0,1,0,0.089
102,3.9373172477624943,0.0,2.9410142437055695,2.958291467929162,0.0,2.1496808824829383,0.120372,0.103487,40.606701,0,1.9583727324786073,82.44,82.44,1,114.71,33.0,1,0,0,0,0,1,0,0,0,0.149
103,4.484499141895491,0.0,3.36078268987328,3.4888918138940763,0.0,2.1219863790508384,0.1169,0.1000149999999999,40.606701,0,2.3555089880244338,49.44,49.44,1,321.18,33.0,1,0,0,0,0,0,0,0,0,0.031
104,3.8852481077813863,0.0,0.0,2.9795028487874013,0.0,1.244771761495295,0.16695,0.089695,44.31137796,0,0.0,19.48,19.48,1,90.81,13.856,0,0,0,1,0,0,0,1,0,0.052
105,4.6083869514996945,0.0,0.0,3.7200484407608365,24.0,1.918764031027999,0.148299,0.125137,41.1052014,0,0.0,114.0,114.0,1,533.85,41.467,0,0,1,0,0,0,0,1,0,0.082
106,4.949131304804236,0.0,4.194680812649945,3.9414716784596395,0.0,2.1343046349545447,0.114658,0.099545,40.606701,0,3.17456275112196,2.88,2.88,1,926.52,17.1,1,0,0,0,0,1,0,0,0,0.103
107,3.8813275841005512,0.0,3.106870544478654,2.756575257120359,0.0,1.2871296207191107,0.144038,0.0,45.81137796,0,1.9751559784066894,19.52,19.52,1,48.04,12.5,0,0,0,1,0,0,0,1,0,0.051
108,4.371160255524272,0.0,3.082066934285113,3.18762505178312,0.0,2.1135757168005678,0.115939,0.100823,40.606701,0,0.0,8.02,8.02,2,198.42,16.627,0,0,1,0,0,0,0,1,0,0.132
109,3.208710019906401,0.0,0.0,2.3418498240847523,0.0,1.1723109685219542,0.165793,0.0885389999999999,44.31137796,0,0.0,10.03,10.03,1,21.2,10.35,0,0,1,0,0,0,1,0,0,0.052
110,4.764303187919987,0.0,3.7811807209372614,3.7574248795660203,0.0,2.2337066542863817,0.115744,0.098858,40.606701,0,2.7656536558934435,19.92,19.92,1,505.99,20.0,1,0,0,0,0,0,0,1,0,0.115
111,4.714388444223656,0.0,3.5913985512812485,3.161942687634247,0.0,1.2430380486862944,0.143801,0.0,44.31137796,0,0.0,30.86,30.86,1,135.35,15.0,0,0,1,0,0,0,1,0,0,0.119
112,5.015678233014955,0.0,3.8496650554787326,3.93181319583379,0.0,2.1230999552555745,0.114481,0.098142,40.606701,0,2.8246008888016583,10.5,10.5,1,936.13,28.0,0,0,1,0,0,0,1,0,0,0.146
113,4.513696924457404,3.6942541120252783,3.5578679615680224,2.6533861968338086,0.0,2.1219207855630375,0.115174,0.098837,40.606701,1,1.186673867499745,17.93,17.93,2,62.45,20.0,1,0,0,0,0,1,0,0,0,0.089
114,3.734239604435455,0.0,0.0,2.6664992605616926,0.0,1.8184898222042134,0.142819,0.0,44.31137796,0,0.0,16.92,16.92,1,45.86,10.392,1,0,0,0,0,0,1,0,0,0.06
115,6.4938915713497565,5.670589069893688,5.462285665834209,3.6389482682366547,0.0,0.0,0.1186359999999999,0.10175,40.606701,1,2.600210306409328,30.0,30.0,2,466.77,20.0,0,0,1,0,0,0,0,1,0,0.062
116,4.716470793725799,4.469409608516755,4.112873001840459,3.3678886766197977,0.0,2.004364371107751,0.114588,0.097701,40.606701,1,2.107718610520263,24.0,24.0,2,314.89,16.0,0,0,1,0,0,0,0,1,0,0.163
117,4.594580372508234,0.0,0.0,3.6584149597899946,0.0,1.24551266781415,0.161454,0.084198,44.31137796,0,0.0,17.22,17.22,1,361.23,10.392,0,0,1,0,0,0,1,0,0,0.067
118,3.9745116927373285,0.0,3.1812717715594614,3.1479760539886,0.0,1.2730012720637376,0.144902,0.0,44.31137796,0,2.3496271540655873,22.52,22.52,1,118.82,13.85,0,0,1,0,0,0,0,1,0,0.024
119,5.2462202871352215,5.137186312139633,4.383276650407651,3.441712412835209,0.0,2.1703203998733795,0.1169099999999999,0.100572,40.606701,1,2.5260289562034335,10.02,10.02,2,398.68,16.0,0,0,1,0,0,0,0,1,0,0.09
120,3.5081255360831993,0.0,0.0,2.6843695306658093,0.0,1.2882492255719862,0.1457109999999999,0.0,44.31137796,0,0.0,17.82,17.82,1,47.29,15.0,0,0,1,0,0,0,0,1,0,0.024
121,4.644901196527103,0.0,3.4109458586877746,2.5397909663457408,0.0,2.1463451286504682,0.146348,0.0,46.30537836,0,0.0,28.02,28.02,1,32.8,13.856,1,0,0,0,0,1,0,0,0,0.036
122,6.069794223755499,0.0,4.925853332726936,3.897181573574155,0.0,2.1230672437365663,0.115744,0.098858,40.606701,0,2.795393334931289,39.46,39.46,1,676.92,44.12,1,0,0,0,0,0,1,0,0,0.163
